"id","id","time_disturbance","B4","trait","fitness"
6,6,32,0,-8.89647849187316,-0.324357236713597
6,6,32,0,-8.87686212436672,-0.337992589183572
6,6,32,0,-8.85724575686028,-0.351097805408671
6,6,32,0,-8.83762938935384,-0.363722778243303
6,6,32,0,-8.8180130218474,-0.375938508313039
6,6,32,0,-8.79839665434096,-0.387795013365407
6,6,32,0,-8.77878028683453,-0.399295685540995
6,6,32,0,-8.70031481680877,-0.442591981062667
6,6,32,0,-8.58261661177013,-0.501381876089588
6,6,32,0,-8.42568567171862,-0.57259227827321
6,6,32,0,-8.26875473166711,-0.639066542432846
6,6,32,0,-8.09220742410916,-0.711176297110355
6,6,32,0,-7.93527648405765,-0.774619564622993
6,6,32,0,-7.69988007398038,-0.871149614745741
6,6,32,0,-7.44486729639668,-0.980377554171693
6,6,32,0,-7.3075527238516,-1.04191041456925
6,6,32,0,-7.26831998883873,-1.05987586302305
6,6,32,0,-7.22908725382585,-1.078014320908
6,6,32,0,-6.77791080117775,-1.29786261742408
6,6,32,0,-6.40519981855541,-1.48968806784688
6,6,32,0,-6.03248883593307,-1.68773828842491
6,6,32,0,-5.93440699840088,-1.74142040743777
6,6,32,0,-5.30668323819483,-2.11221223705359
6,6,32,0,-5.26745050318195,-2.13747489769229
6,6,32,0,-5.22821776816907,-2.16302454041
6,6,32,0,-4.71819221300166,-2.52561295902909
6,6,32,0,-4.14931755531493,-3.00119253543006
6,6,32,0,-4.11008482030205,-3.03663764126441
6,6,32,0,-2.20729717217748,-5.15336665230426
6,6,32,0,-1.97190076210021,-5.48522912257378
6,6,32,0,-1.79535345454226,-5.7406697949984
6,6,32,0,-0.736069609194555,-7.39162878012096
6,6,32,0,-0.363358626572214,-8.04342468886687
6,6,32,0,-0.324125891559337,-8.11655908649365
6,6,32,0,-0.167194951507824,-8.42205721425128
6,6,32,0,0.185899663608076,-9.23282004002198
6,6,32,0,0.205516031114515,-9.28575934179981
7,7,64,0,-9.21034037197618,-0.000183520117100546
7,7,64,0,-9.21034037197618,-0.000163135616402293
7,7,64,0,-9.19059901154006,-0.0182392566139396
7,7,64,0,-9.17085765110394,-0.0364878141668307
7,7,64,0,-9.15111629066781,-0.0548164476808971
7,7,64,0,-9.13137493023169,-0.0730905298248198
7,7,64,0,-9.11163356979556,-0.0912258369898436
7,7,64,0,-9.09189220935944,-0.109054451745153
7,7,64,0,-9.07215084892331,-0.12643371995799
7,7,64,0,-9.05240948848719,-0.143010356892759
7,7,64,0,-9.03266812805107,-0.159161863481599
7,7,64,0,-9.01292676761494,-0.174270257186198
7,7,64,0,-8.99318540717882,-0.188391629546611
7,7,64,0,-8.9734440467427,-0.201558112161761
7,7,64,0,-8.93396132587045,-0.225056655198046
7,7,64,0,-8.8944786049982,-0.245289247989723
7,7,64,0,-8.8155131632537,-0.280269213655624
7,7,64,0,-8.71680636107309,-0.317405627908641
7,7,64,0,-8.65758227976472,-0.337691879144533
7,7,64,0,-8.5588754775841,-0.369596512376033
7,7,64,0,-8.51939275671185,-0.381570701169033
7,7,64,0,-8.46016867540348,-0.399793965944369
7,7,64,0,-8.34172051278673,-0.435054373995233
7,7,64,0,-8.24301371060612,-0.464063542653209
7,7,64,0,-8.12456554798937,-0.498875299426122
7,7,64,0,-7.92715194362814,-0.558947203794431
7,7,64,0,-7.90741058319201,-0.565391940737324
7,7,64,0,-7.69025561839465,-0.636136276003916
7,7,64,0,-7.49284201403341,-0.705397109922328
7,7,64,0,-7.27568704923605,-0.787346839686424
7,7,64,0,-7.01904936356644,-0.892138287385238
7,7,64,0,-6.99930800313032,-0.900124704597456
7,7,64,0,-6.74267031746071,-1.01010739331735
7,7,64,0,-6.30836038786598,-1.20127219401722
7,7,64,0,-5.79508501652676,-1.46272845827906
7,7,64,0,-5.12387876169856,-1.94613986021715
7,7,64,0,-3.82094897291438,-3.51948206619912
7,7,64,0,-3.24844952026679,-4.27223924176258
7,7,64,0,-3.13000135765005,-4.42100686559917
7,7,64,0,-2.81413959067207,-4.82572247785158
7,7,64,0,-2.77465686979982,-4.87791842732915
7,7,64,0,-2.51801918413021,-5.22898936784711
7,7,64,0,-1.62965796450464,-6.55569767192564
7,7,64,0,-1.47172708101565,-6.7980479258746
7,7,64,0,-0.997934430548682,-7.55186599503776
7,7,64,0,-0.366210896592719,-8.63901248074224
7,7,64,0,-0.228021373539853,-8.90381707780938
7,7,64,0,0.147064474746498,-9.73678458524541
7,7,64,0,0.20628855605487,-9.89361520809608
7,7,64,0,0.46292624172448,-10.7386717223211
7,7,64,0,0.482667602160603,-10.820915116818
8,8,128,0,-9.21034037197618,-0.000906585431631326
8,8,128,0,-9.21034037197618,-0.000778546419523058
8,8,128,0,-9.19056432035105,-0.0111183019893601
8,8,128,0,-9.17078826872592,-0.0214600730507412
8,8,128,0,-9.15101221710079,-0.0320609747555036
8,8,128,0,-9.13123616547566,-0.0421557498837557
8,8,128,0,-9.11146011385053,-0.0527010199540292
8,8,128,0,-9.0916840622254,-0.0625964162944745
8,8,128,0,-9.07190801060027,-0.0722690060838912
8,8,128,0,-9.03235590735001,-0.0904986858547362
8,8,128,0,-8.99280380409975,-0.106805797689457
8,8,128,0,-8.91369959759923,-0.133124299555113
8,8,128,0,-8.8939235459741,-0.138400707996034
8,8,128,0,-8.83459539109871,-0.152954581206787
8,8,128,0,-8.77526723622332,-0.165852048216556
8,8,128,0,-8.6961630297228,-0.181717966524482
8,8,128,0,-8.61705882322227,-0.196115834787157
8,8,128,0,-8.53795461672175,-0.210398383075831
8,8,128,0,-8.45885041022123,-0.223704644211293
8,8,128,0,-8.37974620372071,-0.237084061319981
8,8,128,0,-8.30064199722019,-0.25062839533819
8,8,128,0,-8.22153779071967,-0.264193294389136
8,8,128,0,-8.14243358421915,-0.278014932614484
8,8,128,0,-8.0435533260935,-0.295623433321211
8,8,128,0,-7.86556886146733,-0.329506988724084
8,8,128,0,-7.70736044846628,-0.361020772443575
8,8,128,0,-7.52937598384011,-0.400449789245456
8,8,128,0,-7.45027177733959,-0.418774443547086
8,8,128,0,-7.25251126108829,-0.467010558150391
8,8,128,0,-7.03497469321186,-0.525967557385444
8,8,128,0,-6.9360944350862,-0.553676698587306
8,8,128,0,-6.81743812533542,-0.588987651935019
8,8,128,0,-6.56034945420873,-0.670921235549216
8,8,128,0,-6.38236498958256,-0.732484472204779
8,8,128,0,-6.16482842170613,-0.818007436002352
8,8,128,0,-6.08572421520561,-0.852356526080809
8,8,128,0,-5.96706790545482,-0.90793014772192
8,8,128,0,-5.63087502782761,-1.09712262969444
8,8,128,0,-5.51221871807683,-1.17806869566158
8,8,128,0,-5.17602584044961,-1.45773620031009
8,8,128,0,-4.82005691119727,-1.85170828082984
8,8,128,0,-4.04879089781719,-3.1424633837943
8,8,128,0,-3.19842067793659,-4.72252866800081
8,8,128,0,-2.9413320068099,-5.10457653872063
8,8,128,0,-2.70401938730833,-5.46216757520746
8,8,128,0,-2.60513912918268,-5.61578741389119
8,8,128,0,-2.32827440643086,-6.063153132668
8,8,128,0,-2.30849835480573,-6.09597704318072
8,8,128,0,-2.2887223031806,-6.12888696257599
8,8,128,0,-2.20961809668008,-6.26116952367866
8,8,128,0,-1.99208152880365,-6.6246061597246
8,8,128,0,-1.00327894754713,-8.19317867087117
8,8,128,0,-0.172684779291664,-9.67087917244049
8,8,128,0,0.16350809833555,-10.4367315011581
8,8,128,0,0.559029130838155,-11.8375892085827
9,9,1,0.428571428571429,-9.21034037197618,-8.31419744734771e-07
9,9,1,0.428571428571429,-9.21034037197618,2.98816593454481e-07
9,9,1,0.428571428571429,-9.10303836631918,-0.00059471066555969
9,9,1,0.428571428571429,-9.04342614095417,-0.00094618450071987
9,9,1,0.428571428571429,-8.97189147051617,-0.00138908708591536
9,9,1,0.428571428571429,-8.88843435500517,-0.00193848708939767
9,9,1,0.428571428571429,-8.81689968456716,-0.00243553056069774
9,9,1,0.428571428571429,-8.70959767891016,-0.00323610764242921
9,9,1,0.428571428571429,-8.66190789861816,-0.00361302364976877
9,9,1,0.428571428571429,-8.63806300847216,-0.00380680232046077
9,9,1,0.428571428571429,-8.51883855774215,-0.00482908224141625
9,9,1,0.428571428571429,-8.50691611266915,-0.00493770136380864
9,9,1,0.428571428571429,-8.43538144223115,-0.00560355176104986
9,9,1,0.428571428571429,-8.36384677179315,-0.00630845893190444
9,9,1,0.428571428571429,-8.34000188164715,-0.00655332247551628
9,9,1,0.428571428571429,-8.24462232106314,-0.00757420469708884
9,9,1,0.428571428571429,-8.14924276047914,-0.00867669230654388
9,9,1,0.428571428571429,-8.05386319989513,-0.00986292608847424
9,9,1,0.428571428571429,-7.95848363931113,-0.0111449305228623
9,9,1,0.428571428571429,-7.85118163365412,-0.0127060542991242
9,9,1,0.428571428571429,-7.75580207307012,-0.0142130982226699
9,9,1,0.428571428571429,-7.70811229277812,-0.0150098740868877
9,9,1,0.428571428571429,-7.67234495755912,-0.0156285873029408
9,9,1,0.428571428571429,-7.64850006741312,-0.0160511221956128
9,9,1,0.428571428571429,-7.63657762234011,-0.0162653884853922
9,9,1,0.428571428571429,-7.58888784204811,-0.017143950069206
9,9,1,0.428571428571429,-7.54119806175611,-0.0180572036073812
9,9,1,0.428571428571429,-7.50543072653711,-0.0187667292867307
9,9,1,0.428571428571429,-7.4100511659531,-0.0207601832809306
9,9,1,0.428571428571429,-7.3027491602961,-0.0231990287835698
9,9,1,0.428571428571429,-7.1954471546391,-0.0258640968995222
9,9,1,0.428571428571429,-7.08814514898209,-0.028778683853406
9,9,1,0.428571428571429,-6.95699825317909,-0.0327134775252593
9,9,1,0.428571428571429,-6.88546358274108,-0.0350487617582002
9,9,1,0.428571428571429,-6.80200646723008,-0.0379588207358017
9,9,1,0.428571428571429,-6.67085957142707,-0.0429699974810352
9,9,1,0.428571428571429,-6.57548001084307,-0.0469817275275341
9,9,1,0.428571428571429,-6.45625556011306,-0.0524786541985247
9,9,1,0.428571428571429,-6.33703110938306,-0.0585715358035556
9,9,1,0.428571428571429,-6.20588421358005,-0.0660385964910761
9,9,1,0.428571428571429,-6.07473731777705,-0.0744047912506286
9,9,1,0.428571428571429,-5.95551286704704,-0.0828890272840962
9,9,1,0.428571428571429,-5.93166797690104,-0.0846940630380627
9,9,1,0.428571428571429,-5.71706396558703,-0.102759145027662
9,9,1,0.428571428571429,-5.49053750920002,-0.125917197054221
9,9,1,0.428571428571429,-5.24016616266701,-0.157516879228696
9,9,1,0.428571428571429,-5.08517437671801,-0.18086759208428
9,9,1,0.428571428571429,-5.025562151353,-0.190726780985141
9,9,1,0.428571428571429,-4.81095814003899,-0.230778258785959
9,9,1,0.428571428571429,-4.45328478784898,-0.316388651508095
9,9,1,0.428571428571429,-4.04792165536696,-0.449890392162288
9,9,1,0.428571428571429,-3.72601563839595,-0.590811160265262
9,9,1,0.428571428571429,-3.71409319332295,-0.596715022799315
9,9,1,0.428571428571429,-3.51141162708194,-0.705219225633807
9,9,1,0.428571428571429,-3.26104028054893,-0.862039672487352
10,10,2,0.428571428571429,-9.21034037197618,-3.57209442838636e-06
10,10,2,0.428571428571429,-9.21034037197618,-2.98937817032006e-06
10,10,2,0.428571428571429,-9.19449807198729,-0.000426545307254147
10,10,2,0.428571428571429,-9.06775967207616,-0.00398434315837923
10,10,2,0.428571428571429,-9.00439047212059,-0.00589356006912221
10,10,2,0.428571428571429,-8.9885481721317,-0.00638434994348547
10,10,2,0.428571428571429,-8.89349437219835,-0.00945555399650508
10,10,2,0.428571428571429,-8.76675597228722,-0.0139019566123472
10,10,2,0.428571428571429,-8.75091367229832,-0.0144870804802849
10,10,2,0.428571428571429,-8.62417527238719,-0.0194337231775573
10,10,2,0.428571428571429,-8.52912147245384,-0.0234640089509693
10,10,2,0.428571428571429,-8.43406767252049,-0.0277913321985213
10,10,2,0.428571428571429,-8.29148697262047,-0.0348940205394982
10,10,2,0.428571428571429,-8.2281177726649,-0.0383057114179937
10,10,2,0.428571428571429,-8.14890627272044,-0.0428053425257998
10,10,2,0.428571428571429,-8.05385247278709,-0.0485719199779499
10,10,2,0.428571428571429,-7.97464097284263,-0.0537033125545413
10,10,2,0.428571428571429,-7.87958717290928,-0.0602800939697991
10,10,2,0.428571428571429,-7.76869107298704,-0.0685723643739333
10,10,2,0.428571428571429,-7.68947957304258,-0.074929808111537
10,10,2,0.428571428571429,-7.61026807309812,-0.081675477339286
10,10,2,0.428571428571429,-7.49937197317588,-0.0918094687445788
10,10,2,0.428571428571429,-7.34094897328697,-0.107794758325657
10,10,2,0.428571428571429,-7.16668367340916,-0.127633542372141
10,10,2,0.428571428571429,-7.02410297350913,-0.145793323937997
10,10,2,0.428571428571429,-6.84983767363133,-0.170579140978532
